data;id;mois;jour;annee;numero_de_message;temperature_partie_entiere;temperature_partie_decimale;humidite;pluie_en_augets;direction_du_vecteur_moyen_de_vent;force_moyenne_du_vecteur_de_vent;pression_a_decoder;direction_du_vecteur_de_vent_max;force_du_vecteur_de_vent_max;pluie_la_plus_intense_durant_1_min;type_station;pluie_intensite_max;heure;annee_reelle;minute;pression;temperature_decodee;direction_du_vecteur_vent_moyen;type_de_station;pluie;direction_du_vecteur_de_vent_max_en_degres;force_moyenne_du_vecteur_vent;force_rafale_max;jour_mois;dd_mm_yy_utc;hh_mm_utc;dd_mm_yy_hh_mm;temperature_en_degre_c;false_message;dd_mm_yy_hh_mm_utc;heure_paris_dd_mm_yy_hh_mm;heure_de_paris;heure_utc 
750e197359980a808cfa3400;58;8;14;1;75;77;6;51;0;168;4;103;13;13;0;0;0.0;18;2020;30;100300;27;336;ISS;0.0;292.5;4;13;14/8;14/8/2020;18:30;2020-08-14T18:30:00;27.6;11547237299200;2020-08-14T18:30:00+00:00;2020-08-14T18:30:00+02:00;2020-08-14T18:30:00+00:00;2020-08-14T18:30:00+00:00
750e1a9291e80a002cfe0c00;58;8;14;1;84;74;4;61;0;160;1;103;15;3;0;0;0.0;20;2020;45;100300;24;320;ISS;0.0;337.5;1;3;14/8;14/8/2020;20:45;2020-08-14T20:45:00;24.4;10995871124480;2020-08-14T20:45:00+00:00;2020-08-14T20:45:00+02:00;2020-08-14T20:45:00+00:00;2020-08-14T20:45:00+00:00
750e1411d26807d00cf61800;58;8;14;1;32;71;4;77;0;125;0;103;11;6;0;0;0.0;7;2020;45;100300;21;250;ISS;0.0;247.5;0;6;14/8;14/8/2020;7:45;2020-08-14T07:45:00;21.4;8590152046592;2020-08-14T07:45:00+00:00;2020-08-14T07:45:00+02:00;2020-08-14T07:45:00+00:00;2020-08-14T07:45:00+00:00
750e1452164000d02cfe2000;58;8;14;1;34;72;5;72;0;13;1;103;15;8;0;0;0.0;8;2020;15;100300;22;26;ISS;0.0;337.5;1;8;14/8;14/8/2020;8:15;2020-08-14T08:15:00;22.5;894108049408;2020-08-14T08:15:00+00:00;2020-08-14T08:15:00+02:00;2020-08-14T08:15:00+00:00;2020-08-14T08:15:00+00:00
750e1512561800c0ace23400;58;8;14;1;40;73;5;67;0;12;5;103;1;13;0;0;0.0;9;2020;45;100300;23;24;ISS;0.0;22.5;5;13;14/8;14/8/2020;9:45;2020-08-14T09:45:00;23.5;827534226432;2020-08-14T09:45:00+00:00;2020-08-14T09:45:00+02:00;2020-08-14T09:45:00+00:00;2020-08-14T09:45:00+00:00
750e1672c9d008c04cf62c00;58;8;14;1;51;75;2;58;0;140;2;103;11;11;0;0;0.0;12;2020;30;100300;25;280;ISS;0.0;247.5;2;11;14/8;14/8/2020;12:30;2020-08-14T12:30:00;25.2;9622017944576;2020-08-14T12:30:00+00:00;2020-08-14T12:30:00+02:00;2020-08-14T12:30:00+00:00;2020-08-14T12:30:00+00:00
750e173389900ab08cfe4c00;58;8;14;1;57;78;2;50;0;171;4;103;15;19;0;0;0.0;14;2020;0;100300;28;342;ISS;0.0;337.5;4;19;14/8;14/8/2020;14:0;2020-08-14T14:00:00;28.2;11753395997696;2020-08-14T14:00:00+00:00;2020-08-14T14:00:00+02:00;2020-08-14T14:00:00+00:00;2020-08-14T14:00:00+00:00
750e191391800b106cfe2000;58;8;14;1;72;78;4;48;0;177;3;103;15;8;0;0;0.0;17;2020;45;100300;28;354;ISS;0.0;337.5;3;8;14/8;14/8/2020;17:45;2020-08-14T17:45:00;28.4;12165175975936;2020-08-14T17:45:00+00:00;2020-08-14T17:45:00+02:00;2020-08-14T17:45:00+00:00;2020-08-14T17:45:00+00:00
750e195381880af06cf82800;58;8;14;1;74;78;0;49;0;175;3;103;12;10;0;0;0.0;18;2020;15;100300;28;350;ISS;0.0;270.0;3;10;14/8;14/8/2020;18:15;2020-08-14T18:15:00;28.0;12027736631296;2020-08-14T18:15:00+00:00;2020-08-14T18:15:00+02:00;2020-08-14T18:15:00+00:00;2020-08-14T18:15:00+00:00
750f1071c65000000ce00000;58;8;15;1;3;71;1;74;0;0;0;103;0;0;0;0;0.0;0;2020;30;100300;21;0;ISS;0.0;0.0;0;0;15/8;15/8/2020;0:30;2020-08-15T00:30:00;21.1;216006656;2020-08-15T00:30:00+00:00;2020-08-15T00:30:00+02:00;2020-08-15T00:30:00+00:00;2020-08-15T00:30:00+00:00
750f1091c65800000ce00000;58;8;15;1;4;71;1;75;0;0;0;103;0;0;0;0;0.0;0;2020;45;100300;21;0;ISS;0.0;0.0;0;0;15/8;15/8/2020;0:45;2020-08-15T00:45:00;21.1;216006656;2020-08-15T00:45:00+00:00;2020-08-15T00:45:00+02:00;2020-08-15T00:45:00+00:00;2020-08-15T00:45:00+00:00
750f10f1a65800000ce00000;58;8;15;1;7;70;9;75;0;0;0;103;0;0;0;0;0.0;1;2020;30;100300;20;0;ISS;0.0;0.0;0;0;15/8;15/8/2020;1:30;2020-08-15T01:30:00;20.9;216006656;2020-08-15T01:30:00+00:00;2020-08-15T01:30:00+02:00;2020-08-15T01:30:00+00:00;2020-08-15T01:30:00+00:00
750f11518e5800000ce00000;58;8;15;1;10;70;3;75;0;0;0;103;0;0;0;0;0.0;2;2020;15;100300;20;0;ISS;0.0;0.0;0;0;15/8;15/8/2020;2:15;2020-08-15T02:15:00;20.3;216006656;2020-08-15T02:15:00+00:00;2020-08-15T02:15:00+02:00;2020-08-15T02:15:00+00:00;2020-08-15T02:15:00+00:00
750f12314e8000000ce00000;58;8;15;1;17;69;3;80;0;0;0;103;0;0;0;0;0.0;4;2020;0;100300;19;0;ISS;0.0;0.0;0;0;15/8;15/8/2020;4:0;2020-08-15T04:00:00;19.3;216006656;2020-08-15T04:00:00+00:00;2020-08-15T04:00:00+02:00;2020-08-15T04:00:00+00:00;2020-08-15T04:00:00+00:00
751011d19aa008214cf86800;58;8;16;1;14;70;6;84;0;130;10;103;12;26;0;0;0.0;3;2020;15;100300;20;260;ISS;0.0;270.0;10;26;16/8;16/8/2020;3:15;2020-08-16T03:15:00;20.6;8939118290944;2020-08-16T03:15:00+00:00;2020-08-16T03:15:00+02:00;2020-08-16T03:15:00+00:00;2020-08-16T03:15:00+00:00
751012518a900850ecf84c00;58;8;16;1;18;70;2;82;0;133;7;103;12;19;0;0;0.0;4;2020;15;100300;20;266;ISS;0.0;270.0;7;19;16/8;16/8/2020;4:15;2020-08-16T04:15:00;20.2;9143666101248;2020-08-16T04:15:00+00:00;2020-08-16T04:15:00+02:00;2020-08-16T04:15:00+00:00;2020-08-16T04:15:00+00:00
751014b1a66808306cf82c00;58;8;16;1;37;70;9;77;0;131;3;103;12;11;0;0;0.0;9;2020;0;100300;20;262;ISS;0.0;270.0;3;11;16/8;16/8/2020;9:0;2020-08-16T09:00:00;20.9;9004079655936;2020-08-16T09:00:00+00:00;2020-08-16T09:00:00+02:00;2020-08-16T09:00:00+00:00;2020-08-16T09:00:00+00:00
751014f1d65009d06cfc3800;58;8;16;1;39;71;5;74;0;157;3;103;14;14;0;0;0.0;9;2020;30;100300;21;314;ISS;0.0;315.0;3;14;16/8;16/8/2020;9:30;2020-08-16T09:30:00;21.5;10790786316288;2020-08-16T09:30:00+00:00;2020-08-16T09:30:00+02:00;2020-08-16T09:30:00+00:00;2020-08-16T09:30:00+00:00
751015721e1809506cf63400;58;8;16;1;43;72;7;67;0;149;3;103;11;13;0;0;0.0;10;2020;30;100300;22;298;ISS;0.0;247.5;3;13;16/8;16/8/2020;10:30;2020-08-16T10:30:00;22.7;10241030108160;2020-08-16T10:30:00+00:00;2020-08-16T10:30:00+02:00;2020-08-16T10:30:00+00:00;2020-08-16T10:30:00+00:00
751015921a200ae06ce02c00;58;8;16;1;44;72;6;68;0;174;3;103;0;11;0;0;0.0;10;2020;45;100300;22;348;ISS;0.0;0.0;3;11;16/8;16/8/2020;10:45;2020-08-16T10:45:00;22.6;11959015582720;2020-08-16T10:45:00+00:00;2020-08-16T10:45:00+02:00;2020-08-16T10:45:00+00:00;2020-08-16T10:45:00+00:00
7510161265d809306cfa3800;58;8;16;1;48;73;9;59;0;147;3;103;13;14;0;0;0.0;11;2020;45;100300;23;294;ISS;0.0;292.5;3;14;16/8;16/8/2020;11:45;2020-08-16T11:45:00;23.9;10103591417856;2020-08-16T11:45:00+00:00;2020-08-16T11:45:00+02:00;2020-08-16T11:45:00+00:00;2020-08-16T11:45:00+00:00
75101bf1ce1807b04cf61400;58;8;16;1;95;71;3;67;0;123;2;103;11;5;0;0;0.0;23;2020;30;100300;21;246;ISS;0.0;247.5;2;5;16/8;16/8/2020;23:30;2020-08-16T23:30:00;21.3;8453786833920;2020-08-16T23:30:00+00:00;2020-08-16T23:30:00+02:00;2020-08-16T23:30:00+00:00;2020-08-16T23:30:00+00:00
751110b15e3800000ce00000;58;8;17;1;5;69;7;71;0;0;0;103;0;0;0;0;0.0;1;2020;0;100300;19;0;ISS;0.0;0.0;0;0;17/8;17/8/2020;1:0;2020-08-17T01:00:00;19.7;216006656;2020-08-17T01:00:00+00:00;2020-08-17T01:00:00+02:00;2020-08-17T01:00:00+00:00;2020-08-17T01:00:00+00:00
75101b720a1000000ce00000;58;8;16;1;91;72;2;66;0;0;0;103;0;0;0;0;0.0;22;2020;30;100300;22;0;ISS;0.0;0.0;0;0;16/8;16/8/2020;22:30;2020-08-16T22:30:00;22.2;216006656;2020-08-16T22:30:00+00:00;2020-08-16T22:30:00+02:00;2020-08-16T22:30:00+00:00;2020-08-16T22:30:00+00:00
751111511e5000000ce00000;58;8;17;1;10;68;7;74;0;0;0;103;0;0;0;0;0.0;2;2020;15;100300;18;0;ISS;0.0;0.0;0;0;17/8;17/8/2020;2:15;2020-08-17T02:15:00;18.7;216006656;2020-08-17T02:15:00+00:00;2020-08-17T02:15:00+02:00;2020-08-17T02:15:00+00:00;2020-08-17T02:15:00+00:00
75111a7295c00b106ce22800;58;8;17;1;83;74;5;56;0;177;3;103;1;10;0;0;0.0;20;2020;30;100300;24;354;ISS;0.0;22.5;3;10;17/8;17/8/2020;20:30;2020-08-17T20:30:00;24.5;12165174142976;2020-08-17T20:30:00+00:00;2020-08-17T20:30:00+02:00;2020-08-17T20:30:00+00:00;2020-08-17T20:30:00+00:00
75111b31e26805f04cf02c00;58;8;17;1;89;71;8;77;0;95;2;103;8;11;0;0;0.0;22;2020;0;100300;21;190;ISS;0.0;180.0;2;11;17/8;17/8/2020;22:0;2020-08-17T22:00:00;21.8;6529641098240;2020-08-17T22:00:00+00:00;2020-08-17T22:00:00+02:00;2020-08-17T22:00:00+00:00;2020-08-17T22:00:00+00:00
751112f0de7807000cf21400;58;8;17;1;23;67;7;79;0;112;0;103;9;5;0;0;0.0;5;2020;30;100300;17;224;ISS;0.0;202.5;0;5;17/8;17/8/2020;5:30;2020-08-17T05:30:00;17.7;7696798585856;2020-08-17T05:30:00+00:00;2020-08-17T05:30:00+02:00;2020-08-17T05:30:00+00:00;2020-08-17T05:30:00+00:00
751112d0de7000000ce00000;58;8;17;1;22;67;7;78;0;0;0;103;0;0;0;0;0.0;5;2020;15;100300;17;0;ISS;0.0;0.0;0;0;17/8;17/8/2020;5:15;2020-08-17T05:15:00;17.7;216006656;2020-08-17T05:15:00+00:00;2020-08-17T05:15:00+02:00;2020-08-17T05:15:00+00:00;2020-08-17T05:15:00+00:00
751113f15e5000000ce00000;58;8;17;1;31;69;7;74;0;0;0;103;0;0;0;0;0.0;7;2020;30;100300;19;0;ISS;0.0;0.0;0;0;17/8;17/8/2020;7:30;2020-08-17T07:30:00;19.7;216006656;2020-08-17T07:30:00+00:00;2020-08-17T07:30:00+02:00;2020-08-17T07:30:00+00:00;2020-08-17T07:30:00+00:00
75111471da0000e06ce22000;58;8;17;1;35;71;6;64;0;14;3;103;1;8;0;0;0.0;8;2020;30;100300;21;28;ISS;0.0;22.5;3;8;17/8;17/8/2020;8:30;2020-08-17T08:30:00;21.6;963899432960;2020-08-17T08:30:00+00:00;2020-08-17T08:30:00+02:00;2020-08-17T08:30:00+00:00;2020-08-17T08:30:00+00:00
751212f146d800000ce00000;58;8;18;1;23;69;1;91;0;0;0;103;0;0;0;0;0.0;5;2020;30;100300;19;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;5:30;2020-08-18T05:30:00;19.1;216006656;2020-08-18T05:30:00+00:00;2020-08-18T05:30:00+02:00;2020-08-18T05:30:00+00:00;2020-08-18T05:30:00+00:00
751214720e6000f06ce21800;58;8;18;1;35;72;3;76;0;15;3;103;1;6;0;0;0.0;8;2020;30;100300;22;30;ISS;0.0;22.5;3;6;18/8;18/8/2020;8:30;2020-08-18T08:30:00;22.3;1032618907648;2020-08-18T08:30:00+00:00;2020-08-18T08:30:00+02:00;2020-08-18T08:30:00+00:00;2020-08-18T08:30:00+00:00
75121532562000000ce00000;58;8;18;1;41;73;5;68;0;0;0;103;0;0;0;0;0.0;10;2020;0;100300;23;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;10:0;2020-08-18T10:00:00;23.5;216006656;2020-08-18T10:00:00+00:00;2020-08-18T10:00:00+02:00;2020-08-18T10:00:00+00:00;2020-08-18T10:00:00+00:00
75121552661800a04ce02000;58;8;18;1;42;73;9;67;0;10;2;103;0;8;0;0;0.0;10;2020;15;100300;23;20;ISS;0.0;0.0;2;8;18/8;18/8/2020;10:15;2020-08-18T10:15:00;23.9;688484524032;2020-08-18T10:15:00+00:00;2020-08-18T10:15:00+02:00;2020-08-18T10:15:00+00:00;2020-08-18T10:15:00+00:00
75121612c9d80ad020161800;58;8;18;1;48;75;2;59;0;173;1;0;11;6;0;0;0.0;11;2020;45;90000;25;346;ISS;0.0;247.5;1;6;18/8;18/8/2020;11:45;2020-08-18T11:45:00;25.2;11889007794176;2020-08-18T11:45:00+00:00;2020-08-18T11:45:00+02:00;2020-08-18T11:45:00+00:00;2020-08-18T11:45:00+00:00
751216f3519804906cee2c00;58;8;18;1;55;77;4;51;0;73;3;103;7;11;0;0;0.0;13;2020;30;100300;27;146;ISS;0.0;157.5;3;11;18/8;18/8/2020;13:30;2020-08-18T13:30:00;27.4;5018349349888;2020-08-18T13:30:00+00:00;2020-08-18T13:30:00+02:00;2020-08-18T13:30:00+00:00;2020-08-18T13:30:00+00:00
75121753898800008cfe5800;58;8;18;1;58;78;2;49;0;0;4;103;15;22;0;0;0.0;14;2020;15;100300;28;0;ISS;0.0;337.5;4;22;18/8;18/8/2020;14:15;2020-08-18T14:15:00;28.2;2365478912;2020-08-18T14:15:00+00:00;2020-08-18T14:15:00+02:00;2020-08-18T14:15:00+00:00;2020-08-18T14:15:00+00:00
751218339d8000108ce02800;58;8;18;1;65;78;7;48;0;1;4;103;0;10;0;0;0.0;16;2020;0;100300;28;2;ISS;0.0;0.0;4;10;18/8;18/8/2020;16:0;2020-08-18T16:00:00;28.7;71082977280;2020-08-18T16:00:00+00:00;2020-08-18T16:00:00+02:00;2020-08-18T16:00:00+00:00;2020-08-18T16:00:00+00:00
75121893d9580a206cfe3400;58;8;18;1;68;79;6;43;0;162;3;103;15;13;0;0;0.0;16;2020;45;100300;29;324;ISS;0.0;337.5;3;13;18/8;18/8/2020;16:45;2020-08-18T16:45:00;29.6;11134383830016;2020-08-18T16:45:00+00:00;2020-08-18T16:45:00+02:00;2020-08-18T16:45:00+00:00;2020-08-18T16:45:00+00:00
75121933a16009808cfe3800;58;8;18;1;73;78;8;44;0;152;4;103;15;14;0;0;0.0;18;2020;0;100300;28;304;ISS;0.0;337.5;4;14;18/8;18/8/2020;18:0;2020-08-18T18:00:00;28.8;10447725934592;2020-08-18T18:00:00+00:00;2020-08-18T18:00:00+02:00;2020-08-18T18:00:00+00:00;2020-08-18T18:00:00+00:00
75121a13059000000ce00000;58;8;18;1;80;76;1;50;0;0;0;103;0;0;0;0;0.0;19;2020;45;100300;26;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;19:45;2020-08-18T19:45:00;26.1;216006656;2020-08-18T19:45:00+00:00;2020-08-18T19:45:00+02:00;2020-08-18T19:45:00+00:00;2020-08-18T19:45:00+00:00
75121a32e59000000ce00000;58;8;18;1;81;75;9;50;0;0;0;103;0;0;0;0;0.0;20;2020;0;100300;25;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;20:0;2020-08-18T20:00:00;25.9;216006656;2020-08-18T20:00:00+00:00;2020-08-18T20:00:00+02:00;2020-08-18T20:00:00+00:00;2020-08-18T20:00:00+00:00
75121ab2a1b800000ce00000;58;8;18;1;85;74;8;55;0;0;0;103;0;0;0;0;0.0;21;2020;0;100300;24;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;21:0;2020-08-18T21:00:00;24.8;216006656;2020-08-18T21:00:00+00:00;2020-08-18T21:00:00+02:00;2020-08-18T21:00:00+00:00;2020-08-18T21:00:00+00:00
75121af28dc800000ce00000;58;8;18;1;87;74;3;57;0;0;0;103;0;0;0;0;0.0;21;2020;30;100300;24;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;21:30;2020-08-18T21:30:00;24.3;216006656;2020-08-18T21:30:00+00:00;2020-08-18T21:30:00+02:00;2020-08-18T21:30:00+00:00;2020-08-18T21:30:00+00:00
75121b7245e800000ce00000;58;8;18;1;91;73;1;61;0;0;0;103;0;0;0;0;0.0;22;2020;30;100300;23;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;22:30;2020-08-18T22:30:00;23.1;216006656;2020-08-18T22:30:00+00:00;2020-08-18T22:30:00+02:00;2020-08-18T22:30:00+00:00;2020-08-18T22:30:00+00:00
75121b9221f000000ce00000;58;8;18;1;92;72;8;62;0;0;0;103;0;0;0;0;0.0;22;2020;45;100300;22;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;22:45;2020-08-18T22:45:00;22.8;216006656;2020-08-18T22:45:00+00:00;2020-08-18T22:45:00+02:00;2020-08-18T22:45:00+00:00;2020-08-18T22:45:00+00:00
75121bb21df800000ce00000;58;8;18;1;93;72;7;63;0;0;0;103;0;0;0;0;0.0;23;2020;0;100300;22;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;23:0;2020-08-18T23:00:00;22.7;216006656;2020-08-18T23:00:00+00:00;2020-08-18T23:00:00+02:00;2020-08-18T23:00:00+00:00;2020-08-18T23:00:00+00:00
75131032022000000ce00000;58;8;19;1;1;72;0;68;0;0;0;103;0;0;0;0;0.0;0;2020;0;100300;22;0;ISS;0.0;0.0;0;0;19/8;19/8/2020;0:0;2020-08-19T00:00:00;22.0;216006656;2020-08-19T00:00:00+00:00;2020-08-19T00:00:00+02:00;2020-08-19T00:00:00+00:00;2020-08-19T00:00:00+00:00
75131091d24000000ce00000;58;8;19;1;4;71;4;72;0;0;0;103;0;0;0;0;0.0;0;2020;45;100300;21;0;ISS;0.0;0.0;0;0;19/8;19/8/2020;0:45;2020-08-19T00:45:00;21.4;216006656;2020-08-19T00:45:00+00:00;2020-08-19T00:45:00+02:00;2020-08-19T00:45:00+00:00;2020-08-19T00:45:00+00:00
75131111c25000000ce00000;58;8;19;1;8;71;0;74;0;0;0;103;0;0;0;0;0.0;1;2020;45;100300;21;0;ISS;0.0;0.0;0;0;19/8;19/8/2020;1:45;2020-08-19T01:45:00;21.0;216006656;2020-08-19T01:45:00+00:00;2020-08-19T01:45:00+02:00;2020-08-19T01:45:00+00:00;2020-08-19T01:45:00+00:00
75131191567000000ce80800;58;8;19;1;12;69;5;78;0;0;0;103;4;2;0;0;0.0;2;2020;45;100300;19;0;ISS;0.0;90.0;0;2;19/8;19/8/2020;2:45;2020-08-19T02:45:00;19.5;216532992;2020-08-19T02:45:00+00:00;2020-08-19T02:45:00+02:00;2020-08-19T02:45:00+00:00;2020-08-19T02:45:00+00:00
75111713555806e0ccf43400;58;8;17;1;56;77;5;43;0;110;6;103;10;13;0;0;0.0;13;2020;45;100300;27;220;ISS;0.0;225.0;6;13;17/8;17/8/2020;13:45;2020-08-17T13:45:00;27.5;7562580997120;2020-08-17T13:45:00+00:00;2020-08-17T13:45:00+02:00;2020-08-17T13:45:00+00:00;2020-08-17T13:45:00+00:00
751117b3c54008706cf82c00;58;8;17;1;61;79;1;40;0;135;3;103;12;11;0;0;0.0;15;2020;0;100300;29;270;ISS;0.0;270.0;3;11;17/8;17/8/2020;15:0;2020-08-17T15:00:00;29.1;9278957562880;2020-08-17T15:00:00+00:00;2020-08-17T15:00:00+02:00;2020-08-17T15:00:00+00:00;2020-08-17T15:00:00+00:00
75111431a23000000ce00000;58;8;17;1;33;70;8;70;0;0;0;103;0;0;0;0;0.0;8;2020;0;100300;20;0;ISS;0.0;0.0;0;0;17/8;17/8/2020;8:0;2020-08-17T08:00:00;20.8;216006656;2020-08-17T08:00:00+00:00;2020-08-17T08:00:00+02:00;2020-08-17T08:00:00+00:00;2020-08-17T08:00:00+00:00
751210b18ab005906cf02000;58;8;18;1;5;70;2;86;0;89;3;103;8;8;0;0;0.0;1;2020;0;100300;20;178;ISS;0.0;180.0;3;8;18/8;18/8/2020;1:0;2020-08-18T01:00:00;20.2;6117861105664;2020-08-18T01:00:00+00:00;2020-08-18T01:00:00+02:00;2020-08-18T01:00:00+00:00;2020-08-18T01:00:00+00:00
751210800000000000000000;58;8;18;1;4;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2020;45;90000;-50;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;0:45;2020-08-18T00:45:00;-50.0;0;2020-08-18T00:45:00+00:00;2020-08-18T00:45:00+02:00;2020-08-18T00:45:00+00:00;2020-08-18T00:45:00+00:00
751211d15ac000000ce00000;58;8;18;1;14;69;6;88;0;0;0;103;0;0;0;0;0.0;3;2020;15;100300;19;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;3:15;2020-08-18T03:15:00;19.6;216006656;2020-08-18T03:15:00+00:00;2020-08-18T03:15:00+02:00;2020-08-18T03:15:00+00:00;2020-08-18T03:15:00+00:00
751211f15ab800000ce00000;58;8;18;1;15;69;6;87;0;0;0;103;0;0;0;0;0.0;3;2020;30;100300;19;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;3:30;2020-08-18T03:30:00;19.6;216006656;2020-08-18T03:30:00+00:00;2020-08-18T03:30:00+02:00;2020-08-18T03:30:00+00:00;2020-08-18T03:30:00+00:00
751212715ac000000ce00000;58;8;18;1;19;69;6;88;0;0;0;103;0;0;0;0;0.0;4;2020;30;100300;19;0;ISS;0.0;0.0;0;0;18/8;18/8/2020;4:30;2020-08-18T04:30:00;19.6;216006656;2020-08-18T04:30:00+00:00;2020-08-18T04:30:00+02:00;2020-08-18T04:30:00+00:00;2020-08-18T04:30:00+00:00
75151774959804f0ecec4800;58;8;21;1;59;82;5;51;0;79;7;103;6;18;0;0;0.0;14;2020;30;100300;32;158;ISS;0.0;135.0;7;18;21/8;21/8/2020;14:30;2020-08-21T14:30:00;32.5;5432813570048;2020-08-21T14:30:00+00:00;2020-08-21T14:30:00+02:00;2020-08-21T14:30:00+00:00;2020-08-21T14:30:00+00:00
751613915ea808e06cfc2c00;58;8;22;1;28;69;7;85;0;142;3;103;14;11;0;0;0.0;6;2020;45;100300;19;284;ISS;0.0;315.0;3;11;22/8;22/8/2020;6:45;2020-08-22T06:45:00;19.7;9759994162176;2020-08-22T06:45:00+00:00;2020-08-22T06:45:00+02:00;2020-08-22T06:45:00+00:00;2020-08-22T06:45:00+00:00
751614119a8809306cf63400;58;8;22;1;32;70;6;81;0;147;3;103;11;13;0;0;0.0;7;2020;45;100300;20;294;ISS;0.0;247.5;3;13;22/8;22/8/2020;7:45;2020-08-22T07:45:00;20.6;10103591154688;2020-08-22T07:45:00+00:00;2020-08-22T07:45:00+02:00;2020-08-22T07:45:00+00:00;2020-08-22T07:45:00+00:00
7516155251f00a004ce03800;58;8;22;1;42;73;4;62;0;160;2;103;0;14;0;0;0.0;10;2020;15;100300;23;320;ISS;0.0;0.0;2;14;22/8;22/8/2020;10:15;2020-08-22T10:15:00;23.4;10996406040576;2020-08-22T10:15:00+00:00;2020-08-22T10:15:00+02:00;2020-08-22T10:15:00+00:00;2020-08-22T10:15:00+00:00
7516169321a800406cfe4000;58;8;22;1;52;76;8;53;0;4;3;103;15;16;0;0;0.0;12;2020;45;100300;26;8;ISS;0.0;337.5;3;16;22/8;22/8/2020;12:45;2020-08-22T12:45:00;26.8;276706508800;2020-08-22T12:45:00+00:00;2020-08-22T12:45:00+02:00;2020-08-22T12:45:00+00:00;2020-08-22T12:45:00+00:00
75151452e66805510cee4800;58;8;21;1;34;75;9;77;0;85;8;103;7;18;0;0;0.0;8;2020;15;100300;25;170;ISS;0.0;157.5;8;18;21/8;21/8/2020;8:15;2020-08-21T08:15:00;25.9;5845667432448;2020-08-21T08:15:00+00:00;2020-08-21T08:15:00+02:00;2020-08-21T08:15:00+00:00;2020-08-21T08:15:00+00:00
751515f3d5e004f10cf04800;58;8;21;1;47;79;5;60;0;79;8;103;8;18;0;0;0.0;11;2020;30;100300;29;158;ISS;0.0;180.0;8;18;21/8;21/8/2020;11:30;2020-08-21T11:30:00;29.5;5433350703104;2020-08-21T11:30:00+00:00;2020-08-21T11:30:00+02:00;2020-08-21T11:30:00+00:00;2020-08-21T11:30:00+00:00
7516109186a808110cf64800;58;8;22;1;4;70;1;85;0;129;8;103;11;18;0;0;0.0;0;2020;45;100300;20;258;ISS;0.0;247.5;8;18;22/8;22/8/2020;0:45;2020-08-22T00:45:00;20.1;8869324933120;2020-08-22T00:45:00+00:00;2020-08-22T00:45:00+02:00;2020-08-22T00:45:00+00:00;2020-08-22T00:45:00+00:00
751611d156b009106cf83800;58;8;22;1;14;69;5;86;0;145;3;103;12;14;0;0;0.0;3;2020;15;100300;19;290;ISS;0.0;270.0;3;14;22/8;22/8/2020;3:15;2020-08-22T03:15:00;19.5;9966152333312;2020-08-22T03:15:00+00:00;2020-08-22T03:15:00+02:00;2020-08-22T03:15:00+00:00;2020-08-22T03:15:00+00:00
75161451ce7009804cfa2800;58;8;22;1;34;71;3;78;0;152;2;103;13;10;0;0;0.0;8;2020;15;100300;21;304;ISS;0.0;292.5;2;10;22/8;22/8/2020;8:15;2020-08-22T08:15:00;21.3;10446651926528;2020-08-22T08:15:00+00:00;2020-08-22T08:15:00+02:00;2020-08-22T08:15:00+00:00;2020-08-22T08:15:00+00:00
751614b206400ac04ce02000;58;8;22;1;37;72;1;72;0;172;2;103;0;8;0;0;0.0;9;2020;0;100300;22;344;ISS;0.0;0.0;2;8;22/8;22/8/2020;9:0;2020-08-22T09:00:00;22.1;11821039755264;2020-08-22T09:00:00+00:00;2020-08-22T09:00:00+02:00;2020-08-22T09:00:00+00:00;2020-08-22T09:00:00+00:00
751615321a1000706ce62800;58;8;22;1;41;72;6;66;0;7;3;103;3;10;0;0;0.0;10;2020;0;100300;22;14;ISS;0.0;67.5;3;10;22/8;22/8/2020;10:0;2020-08-22T10:00:00;22.6;482863360000;2020-08-22T10:00:00+00:00;2020-08-22T10:00:00+02:00;2020-08-22T10:00:00+00:00;2020-08-22T10:00:00+00:00
75161632e5c00a306cf64800;58;8;22;1;49;75;9;56;0;163;3;103;11;18;0;0;0.0;12;2020;0;100300;25;326;ISS;0.0;247.5;3;18;22/8;22/8/2020;12:0;2020-08-22T12:00:00;25.9;11203102787584;2020-08-22T12:00:00+00:00;2020-08-22T12:00:00+02:00;2020-08-22T12:00:00+00:00;2020-08-22T12:00:00+00:00
